customer_id,signup_date,age_band,island,loyalty_tier,churn_flag
C013256,2024-03-31,65+,Trinidad,Silver,0
C013257,2024-10-24,25-34,Jamaica,Silver,1
C013258,2025-03-30,35-44,Trinidad,Silver,0
C013259,2025-03-19,25-34,Trinidad,Silver,0
C013260,2024-05-10,65+,Trinidad,Bronze,1
C013261,2025-01-18,25-34,Trinidad,Silver,0
C013262,2025-03-12,65+,Jamaica,Gold,0
C013263,2025-03-20,25-34,Trinidad,Bronze,0
C013264,2025-03-17,45-54,Jamaica,Bronze,1
C013265,2024-05-25,18-24,Tobago,Bronze,0
C013266,2024-10-01,25-34,Trinidad,Bronze,0
C013267,2024-11-28,55-64,Trinidad,Silver,0
C013268,2024-08-23,25-34,Jamaica,Gold,0
C013269,2024-12-31,45-54,Trinidad,Bronze,0
C013270,2025-07-13,25-34,Trinidad,Silver,1
C013271,2024-02-10,45-54,Jamaica,Bronze,1
C013272,2025-12-07,25-34,Barbados,Gold,0
C013273,2024-10-08,45-54,Trinidad,Platinum,0
C013274,2025-11-15,55-64,Trinidad,Silver,0
C013275,2024-07-08,35-44,Trinidad,Silver,0
C013276,2025-05-15,55-64,Tobago,Gold,0
C013277,2024-01-11,25-34,Barbados,Gold,0
C013278,2025-11-24,35-44,Trinidad,Bronze,0
C013279,2025-02-08,65+,Barbados,Bronze,0
C013280,2025-04-04,35-44,Jamaica,Bronze,0
C013281,2024-04-21,65+,Barbados,Silver,0
C013282,2025-11-30,35-44,Trinidad,Bronze,0
C013283,2025-07-27,25-34,Tobago,Bronze,0
C013284,2024-12-24,45-54,Jamaica,Gold,0
C013285,2024-07-20,25-34,Tobago,Platinum,0
C013286,2024-09-02,35-44,Trinidad,Bronze,1
C013287,2024-02-02,45-54,Barbados,Bronze,0
C013288,2025-11-15,35-44,Barbados,Silver,0
C013289,2024-11-27,25-34,Barbados,Gold,0
C013290,2024-08-11,35-44,Trinidad,Gold,1
C013291,2024-07-15,55-64,Jamaica,Gold,0
C013292,2024-04-26,35-44,Jamaica,Gold,0
C013293,2024-07-06,18-24,Jamaica,Bronze,0
C013294,2024-09-16,25-34,Trinidad,Silver,0
C013295,2024-07-11,35-44,Trinidad,Bronze,0
C013296,2025-03-02,45-54,Trinidad,Bronze,0
C013297,2024-07-19,45-54,Barbados,Silver,1
C013298,2025-04-27,25-34,Trinidad,Bronze,0
C013299,2024-06-25,35-44,Jamaica,Bronze,1
C013300,2025-01-20,35-44,Trinidad,Bronze,0
C013301,2024-08-09,18-24,Tobago,Bronze,1
C013302,2025-03-23,18-24,Tobago,Silver,0
C013303,2025-08-29,25-34,Barbados,Bronze,0
C013304,2024-05-20,18-24,Trinidad,Bronze,1
C013305,2024-08-26,25-34,Barbados,Bronze,0
C013306,2024-01-21,35-44,Jamaica,Bronze,1
C013307,2024-07-18,45-54,Jamaica,Silver,0
C013308,2025-11-30,65+,Jamaica,Silver,0
C013309,2024-01-06,45-54,Jamaica,Bronze,0
C013310,2025-11-12,25-34,Tobago,Bronze,1
C013311,2025-06-20,25-34,Trinidad,Silver,0
C013312,2025-01-29,35-44,Trinidad,Bronze,0
C013313,2025-07-28,25-34,Jamaica,Gold,0
C013314,2024-12-07,18-24,Jamaica,Silver,1
C013315,2025-03-09,18-24,Barbados,Bronze,1
C013316,2024-01-31,25-34,Barbados,Platinum,0
C013317,2025-09-25,35-44,Jamaica,Silver,1
C013318,2024-11-19,25-34,Tobago,Gold,0
C013319,2025-02-12,35-44,Trinidad,Silver,0
C013320,2024-09-26,18-24,Barbados,Bronze,0
C013321,2025-03-03,35-44,Trinidad,Bronze,1
C013322,2025-06-13,25-34,Tobago,Bronze,0
C013323,2024-04-25,35-44,Tobago,Gold,0
C013324,2025-01-19,45-54,Jamaica,Bronze,1
C013325,2024-01-20,25-34,Barbados,Bronze,1
C013326,2024-06-26,25-34,Trinidad,Gold,1
C013327,2025-08-22,55-64,Trinidad,Silver,0
C013328,2025-12-14,35-44,Trinidad,Gold,0
C013329,2025-05-05,25-34,Trinidad,Silver,0
C013330,2025-05-01,45-54,Jamaica,Silver,1
C013331,2024-03-17,35-44,Barbados,Silver,0
C013332,2025-12-01,18-24,Barbados,Bronze,0
C013333,2025-10-02,55-64,Trinidad,Bronze,1
C013334,2024-07-16,25-34,Jamaica,Platinum,0
C013335,2025-02-14,35-44,Jamaica,Bronze,0
C013336,2024-11-14,35-44,Tobago,Bronze,1
C013337,2025-01-28,45-54,Trinidad,Silver,1
C013338,2025-07-23,35-44,Barbados,Silver,1
C013339,2025-08-16,25-34,Trinidad,Bronze,1
C013340,2024-09-20,18-24,Jamaica,Bronze,1
C013341,2024-04-24,55-64,Jamaica,Bronze,0
C013342,2025-06-28,18-24,Jamaica,Silver,1
C013343,2024-09-29,35-44,Jamaica,Bronze,1
C013344,2024-01-26,45-54,Trinidad,Gold,0
C013345,2025-04-24,65+,Jamaica,Silver,0
C013346,2024-08-23,55-64,Tobago,Gold,0
C013347,2025-03-25,35-44,Trinidad,Bronze,1
C013348,2024-09-09,18-24,Trinidad,Bronze,0
C013349,2025-01-04,65+,Jamaica,Bronze,1
C013350,2025-05-24,25-34,Jamaica,Silver,0
C013351,2024-08-24,25-34,Trinidad,Gold,0
C013352,2025-05-04,25-34,Trinidad,Silver,0
C013353,2024-03-05,55-64,Jamaica,Silver,0
C013354,2024-05-02,35-44,Trinidad,Silver,0
C013355,2025-03-16,25-34,Trinidad,Bronze,1
C013356,2025-08-20,35-44,Jamaica,Gold,0
C013357,2025-03-05,25-34,Trinidad,Bronze,0
C013358,2025-06-24,35-44,Trinidad,Bronze,0
C013359,2024-01-11,55-64,Jamaica,Silver,0
C013360,2025-03-02,45-54,Trinidad,Gold,0
C013361,2025-09-25,55-64,Jamaica,Bronze,0
C013362,2024-11-15,65+,Tobago,Bronze,0
C013363,2025-08-29,25-34,Tobago,Gold,0
C013364,2025-12-30,25-34,Trinidad,Bronze,1
C013365,2025-04-18,18-24,Barbados,Bronze,0
C013366,2025-06-18,45-54,Jamaica,Bronze,1
C013367,2024-02-18,25-34,Trinidad,Silver,0
C013368,2025-06-20,45-54,Barbados,Bronze,0
C013369,2025-07-03,25-34,Trinidad,Bronze,1
C013370,2025-04-20,25-34,Trinidad,Bronze,1
C013371,2024-09-22,25-34,Trinidad,Bronze,1
C013372,2025-09-27,55-64,Jamaica,Bronze,0
C013373,2024-01-18,25-34,Barbados,Silver,0
C013374,2024-02-19,35-44,Trinidad,Bronze,0
C013375,2024-08-09,45-54,Trinidad,Bronze,1
C013376,2025-10-30,18-24,Jamaica,Bronze,0
C013377,2024-07-02,25-34,Barbados,Gold,0
C013378,2025-06-02,25-34,Jamaica,Gold,0
C013379,2024-12-31,25-34,Jamaica,Gold,1
C013380,2025-03-09,45-54,Jamaica,Bronze,1
C013381,2025-11-09,25-34,Trinidad,Bronze,0
C013382,2024-09-09,55-64,Trinidad,Bronze,1
C013383,2024-03-26,45-54,Trinidad,Bronze,0
C013384,2024-11-09,18-24,Trinidad,Gold,0
C013385,2024-03-15,45-54,Barbados,Bronze,1
C013386,2025-07-24,35-44,Trinidad,Bronze,1
C013387,2025-07-26,25-34,Trinidad,Silver,0
C013388,2024-08-07,18-24,Tobago,Bronze,0
C013389,2025-12-22,35-44,Tobago,Silver,0
C013390,2025-12-13,35-44,Jamaica,Bronze,0
C013391,2024-04-18,25-34,Jamaica,Gold,0
C013392,2025-08-03,25-34,Tobago,Silver,0
C013393,2025-05-07,18-24,Jamaica,Bronze,1
C013394,2025-11-13,25-34,Jamaica,Bronze,0
C013395,2024-07-10,35-44,Trinidad,Silver,0
C013396,2024-04-24,25-34,Jamaica,Bronze,1
C013397,2024-02-26,45-54,Jamaica,Silver,0
C013398,2025-04-23,25-34,Trinidad,Silver,1
C013399,2024-10-11,45-54,Trinidad,Bronze,0
C013400,2025-06-13,35-44,Trinidad,Bronze,1
C013401,2025-04-23,18-24,Barbados,Silver,1
C013402,2024-02-17,25-34,Trinidad,Bronze,0
C013403,2024-08-18,65+,Trinidad,Platinum,0
C013404,2024-05-10,18-24,Trinidad,Bronze,1
C013405,2025-09-08,25-34,Barbados,Silver,0
C013406,2024-12-04,25-34,Trinidad,Bronze,0
C013407,2024-02-13,25-34,Trinidad,Silver,0
C013408,2025-04-22,18-24,Tobago,Bronze,0
C013409,2024-01-01,35-44,Jamaica,Bronze,0
C013410,2025-06-13,25-34,Trinidad,Gold,0
C013411,2025-03-16,25-34,Barbados,Silver,0
C013412,2024-04-17,55-64,Barbados,Gold,0
C013413,2024-12-22,35-44,Trinidad,Silver,0
C013414,2025-01-18,25-34,Trinidad,Bronze,0
C013415,2025-03-25,35-44,Jamaica,Silver,0
C013416,2024-04-06,45-54,Jamaica,Bronze,0
C013417,2025-12-02,35-44,Barbados,Bronze,0
C013418,2024-07-12,55-64,Trinidad,Bronze,0
C013419,2024-02-19,18-24,Trinidad,Silver,0
C013420,2024-08-22,25-34,Barbados,Gold,0
C013421,2024-01-19,45-54,Trinidad,Bronze,1
C013422,2024-12-02,35-44,Trinidad,Silver,0
C013423,2025-01-05,45-54,Trinidad,Bronze,0
C013424,2024-09-29,55-64,Barbados,Bronze,1
C013425,2025-05-14,25-34,Jamaica,Bronze,1
C013426,2024-09-04,45-54,Jamaica,Bronze,0
C013427,2024-11-02,25-34,Jamaica,Bronze,1
C013428,2024-11-11,25-34,Trinidad,Silver,0
C013429,2024-10-06,25-34,Trinidad,Bronze,0
C013430,2024-01-11,45-54,Jamaica,Bronze,0
C013431,2024-04-26,55-64,Barbados,Bronze,0
C013432,2024-09-30,25-34,Trinidad,Bronze,0
C013433,2025-04-12,35-44,Trinidad,Silver,0
C013434,2025-11-15,25-34,Trinidad,Silver,0
C013435,2024-09-29,35-44,Trinidad,Bronze,0
C013436,2024-06-09,25-34,Jamaica,Silver,1
C013437,2024-03-24,35-44,Trinidad,Silver,0
C013438,2024-06-29,25-34,Barbados,Bronze,0
C013439,2024-08-27,35-44,Trinidad,Silver,1
C013440,2025-09-24,25-34,Jamaica,Bronze,0
C013441,2024-06-30,35-44,Barbados,Bronze,0
C013442,2025-04-26,18-24,Trinidad,Bronze,0
C013443,2025-06-27,25-34,Jamaica,Gold,0
C013444,2024-08-31,35-44,Trinidad,Platinum,0
C013445,2025-11-27,35-44,Trinidad,Bronze,1
C013446,2024-03-21,25-34,Trinidad,Bronze,0
C013447,2024-04-25,45-54,Jamaica,Silver,0
C013448,2024-02-15,35-44,Jamaica,Bronze,0
C013449,2025-06-14,45-54,Trinidad,Bronze,0
C013450,2025-04-14,25-34,Trinidad,Bronze,0
C013451,2024-03-02,55-64,Trinidad,Bronze,0
C013452,2024-09-07,55-64,Jamaica,Silver,0
C013453,2024-09-27,35-44,Trinidad,Gold,1
C013454,2024-05-29,55-64,Trinidad,Bronze,1
C013455,2024-09-30,25-34,Trinidad,Gold,0
C013456,2024-11-19,45-54,Barbados,Bronze,0
C013457,2024-06-04,18-24,Barbados,Silver,0
C013458,2024-08-26,25-34,Jamaica,Silver,0
C013459,2025-07-09,55-64,Trinidad,Bronze,0
C013460,2025-01-15,25-34,Trinidad,Gold,0
C013461,2025-06-02,35-44,Jamaica,Bronze,0
C013462,2024-11-26,35-44,Barbados,Bronze,0
C013463,2025-08-06,35-44,Barbados,Bronze,0
C013464,2024-10-14,45-54,Jamaica,Bronze,0
C013465,2025-02-23,45-54,Trinidad,Silver,0
C013466,2025-11-11,18-24,Tobago,Silver,0
C013467,2024-11-02,35-44,Jamaica,Bronze,0
C013468,2025-06-15,35-44,Trinidad,Bronze,0
C013469,2024-09-21,25-34,Tobago,Bronze,1
C013470,2024-07-14,45-54,Jamaica,Bronze,1
C013471,2024-10-26,25-34,Trinidad,Gold,1
C013472,2024-03-15,35-44,Trinidad,Gold,0
C013473,2025-11-30,45-54,Jamaica,Silver,0
C013474,2025-10-28,18-24,Trinidad,Silver,1
C013475,2024-08-11,35-44,Trinidad,Silver,0
C013476,2024-01-21,35-44,Trinidad,Gold,0
C013477,2025-02-22,35-44,Trinidad,Gold,0
C013478,2024-11-30,25-34,Tobago,Bronze,0
C013479,2025-05-07,18-24,Jamaica,Silver,0
C013480,2024-07-21,35-44,Trinidad,Silver,0
C013481,2025-02-17,45-54,Trinidad,Bronze,0
C013482,2025-05-21,45-54,Trinidad,Gold,0
C013483,2024-04-10,25-34,Jamaica,Bronze,0
C013484,2025-08-07,18-24,Barbados,Silver,0
C013485,2024-01-19,25-34,Trinidad,Gold,0
C013486,2024-11-09,45-54,Barbados,Bronze,0
C013487,2024-07-06,25-34,Barbados,Bronze,1
C013488,2024-05-25,45-54,Jamaica,Bronze,0
C013489,2024-06-23,18-24,Trinidad,Gold,0
C013490,2024-08-22,45-54,Jamaica,Silver,0
C013491,2025-09-30,55-64,Jamaica,Platinum,0
C013492,2025-05-15,25-34,Jamaica,Bronze,0
C013493,2024-09-03,25-34,Trinidad,Bronze,0
C013494,2025-04-06,25-34,Barbados,Bronze,0
C013495,2024-02-15,45-54,Trinidad,Bronze,0
C013496,2025-09-13,25-34,Barbados,Bronze,0
C013497,2024-09-03,25-34,Jamaica,Gold,0
C013498,2024-12-16,65+,Barbados,Bronze,0
C013499,2025-08-28,55-64,Barbados,Silver,1
C013500,2024-01-21,45-54,Trinidad,Bronze,0
C013501,2025-11-07,25-34,Barbados,Bronze,0
C013502,2025-08-02,35-44,Barbados,Bronze,0
C013503,2025-04-28,18-24,Jamaica,Bronze,0
C013504,2025-06-13,25-34,Jamaica,Bronze,0
C013505,2024-11-08,35-44,Barbados,Silver,0
C013506,2025-04-12,25-34,Jamaica,Bronze,1
C013507,2025-12-24,35-44,Trinidad,Bronze,0
C013508,2024-05-27,25-34,Tobago,Gold,0
C013509,2024-09-24,55-64,Trinidad,Silver,0
C013510,2025-03-15,25-34,Trinidad,Silver,0
C013511,2025-09-01,18-24,Barbados,Bronze,1
C013512,2024-10-10,45-54,Jamaica,Silver,0
C013513,2024-08-20,35-44,Trinidad,Bronze,0
C013514,2025-03-10,35-44,Barbados,Bronze,1
C013515,2024-02-21,45-54,Tobago,Silver,0
C013516,2024-07-31,45-54,Jamaica,Silver,1
C013517,2024-05-22,35-44,Trinidad,Bronze,0
C013518,2025-09-05,35-44,Jamaica,Silver,0
C013519,2025-08-27,25-34,Trinidad,Bronze,1
C013520,2024-03-16,55-64,Tobago,Platinum,0
C013521,2025-10-25,25-34,Trinidad,Bronze,0
C013522,2024-10-13,35-44,Barbados,Bronze,0
C013523,2024-08-29,45-54,Jamaica,Bronze,1
C013524,2025-12-27,55-64,Trinidad,Gold,1
C013525,2025-08-06,25-34,Trinidad,Bronze,0
C013526,2025-11-14,35-44,Jamaica,Silver,1
C013527,2024-05-27,25-34,Trinidad,Bronze,0
C013528,2024-02-03,45-54,Trinidad,Bronze,0
C013529,2025-01-16,18-24,Jamaica,Gold,0
C013530,2024-03-27,35-44,Tobago,Bronze,0
C013531,2024-06-19,35-44,Jamaica,Bronze,0
C013532,2025-01-09,18-24,Tobago,Bronze,0
C013533,2025-09-30,18-24,Trinidad,Bronze,0
C013534,2025-01-17,35-44,Trinidad,Bronze,0
C013535,2024-07-29,25-34,Jamaica,Bronze,1
C013536,2025-05-11,25-34,Jamaica,Bronze,0
C013537,2024-05-01,25-34,Trinidad,Silver,0
C013538,2024-05-01,18-24,Trinidad,Silver,1
C013539,2024-04-01,18-24,Tobago,Silver,0
C013540,2025-03-11,25-34,Trinidad,Bronze,0
C013541,2025-10-24,25-34,Trinidad,Gold,0
C013542,2025-10-01,35-44,Trinidad,Gold,0
C013543,2024-08-27,35-44,Trinidad,Bronze,0
C013544,2025-07-07,25-34,Barbados,Bronze,0
C013545,2024-05-23,25-34,Trinidad,Silver,0
C013546,2025-06-15,55-64,Jamaica,Bronze,1
C013547,2024-10-16,35-44,Barbados,Bronze,1
C013548,2024-06-07,45-54,Jamaica,Platinum,0
C013549,2024-02-09,45-54,Jamaica,Gold,0
C013550,2024-06-22,35-44,Trinidad,Silver,0
C013551,2025-01-10,35-44,Trinidad,Silver,0
C013552,2025-11-13,25-34,Trinidad,Silver,0
C013553,2025-11-12,55-64,Jamaica,Bronze,0
C013554,2024-10-26,35-44,Jamaica,Bronze,1
C013555,2024-02-18,65+,Trinidad,Bronze,0
C013556,2025-08-05,18-24,Jamaica,Bronze,1
C013557,2025-02-11,25-34,Trinidad,Silver,0
C013558,2025-05-28,25-34,Barbados,Bronze,0
C013559,2025-05-15,35-44,Jamaica,Bronze,1
C013560,2024-10-18,18-24,Trinidad,Gold,0
C013561,2025-06-21,25-34,Jamaica,Silver,0
C013562,2024-07-20,25-34,Tobago,Silver,0
C013563,2025-07-30,45-54,Barbados,Bronze,1
C013564,2025-08-20,18-24,Jamaica,Silver,0
C013565,2025-07-11,35-44,Jamaica,Bronze,1
C013566,2025-12-29,25-34,Trinidad,Gold,0
C013567,2025-04-09,45-54,Jamaica,Bronze,0
C013568,2025-03-30,18-24,Trinidad,Bronze,0
C013569,2024-12-17,45-54,Trinidad,Bronze,0
C013570,2025-12-26,35-44,Jamaica,Bronze,1
C013571,2024-04-28,45-54,Tobago,Gold,0
C013572,2025-08-02,45-54,Jamaica,Bronze,1
C013573,2024-06-26,25-34,Trinidad,Bronze,1
C013574,2024-06-15,45-54,Jamaica,Silver,1
C013575,2025-07-13,45-54,Jamaica,Gold,1
C013576,2024-06-16,35-44,Trinidad,Bronze,0
C013577,2024-08-29,35-44,Trinidad,Silver,0
C013578,2025-06-17,65+,Jamaica,Gold,1
C013579,2025-05-10,25-34,Trinidad,Bronze,0
C013580,2025-05-22,18-24,Jamaica,Silver,0
C013581,2025-03-23,25-34,Tobago,Bronze,0
C013582,2025-11-05,35-44,Trinidad,Bronze,1
C013583,2024-05-29,35-44,Barbados,Silver,1
C013584,2024-01-24,35-44,Trinidad,Silver,0
C013585,2025-03-02,45-54,Trinidad,Bronze,0
C013586,2024-08-27,25-34,Jamaica,Bronze,0
C013587,2024-04-21,45-54,Barbados,Bronze,0
C013588,2024-06-01,65+,Trinidad,Bronze,1
C013589,2025-08-22,35-44,Barbados,Gold,1
C013590,2025-12-18,45-54,Jamaica,Bronze,0
C013591,2024-07-27,65+,Barbados,Silver,1
C013592,2024-06-18,35-44,Trinidad,Bronze,0
C013593,2024-10-30,35-44,Barbados,Gold,0
C013594,2024-04-02,45-54,Trinidad,Bronze,0
C013595,2025-08-22,35-44,Trinidad,Silver,0
C013596,2024-01-01,55-64,Jamaica,Bronze,0
C013597,2025-06-16,35-44,Tobago,Bronze,0
C013598,2025-11-05,45-54,Trinidad,Bronze,0
C013599,2024-08-28,45-54,Tobago,Silver,0
C013600,2024-12-22,25-34,Trinidad,Bronze,0
C013601,2024-04-08,45-54,Jamaica,Bronze,1
C013602,2024-06-01,35-44,Barbados,Silver,0
C013603,2025-03-17,25-34,Trinidad,Silver,0
C013604,2025-09-28,55-64,Trinidad,Silver,0
C013605,2024-04-29,35-44,Jamaica,Bronze,1
C013606,2024-09-07,35-44,Jamaica,Bronze,1
C013607,2024-04-10,35-44,Jamaica,Bronze,0
C013608,2025-02-07,25-34,Barbados,Bronze,0
C013609,2025-04-04,45-54,Barbados,Gold,0
C013610,2025-03-20,35-44 ,Trinidad,Silver,0
C013611,2024-11-23,25-34,Jamaica,Gold,0
C013612,2024-08-17,55-64,Trinidad,Gold,0
C013613,2025-12-12,18-24,Trinidad,Silver,0
C013614,2024-12-22,18-24,Trinidad,Silver,0
C013615,2024-07-07,25-34,Trinidad,Bronze,0
C013616,2025-02-10,55-64,Jamaica,Silver,0
C013617,2024-04-24,25-34,Trinidad,Bronze,0
C013618,2024-11-11,35-44,Trinidad,Bronze,0
C013619,2024-08-30,25-34,Jamaica,Bronze,0
C013620,2024-02-03,45-54,Barbados,Bronze,0
C013621,2024-03-08,25-34,Trinidad,Silver,0
C013622,2025-12-16,25-34,Barbados,Gold,0
C013623,2025-07-20,18-24,Trinidad,Bronze,0
C013624,2025-02-08,35-44,Trinidad,Bronze,1
C013625,2025-03-17,35-44,Trinidad,Bronze,1
C013626,2024-09-01,25-34,Jamaica,Gold,0
C013627,2024-11-28,45-54,Trinidad,Silver,1
C013628,2025-06-06,35-44,Jamaica,Bronze,1
C013629,2025-08-26,55-64,Tobago,Silver,0
C013630,2024-05-24,25-34,Trinidad,Bronze,1
C013631,2025-05-09,35-44,Barbados,Bronze,0
C013632,2024-08-19,45-54,Trinidad,Gold,0
C013633,2025-05-05,25-34,Jamaica,Silver,1
C013634,2024-11-12,25-34,Tobago,Bronze,0
C013635,2025-02-14,35-44,Trinidad,Gold,0
C013636,2025-03-09,25-34,Trinidad,Silver,0
C013637,2024-03-11,35-44,Jamaica,Bronze,1
C013638,2025-07-31,25-34,Barbados,Bronze,0
C013639,2025-05-23,35-44,Jamaica,Platinum,1
C013640,2024-11-10,35-44,Barbados,Silver,1
C013641,2024-08-20,35-44,Jamaica,Bronze,0
C013642,2025-10-10,18-24,Tobago,Silver,0
C013643,2024-09-24,35-44,Jamaica,Bronze,0
C013644,2025-06-11,35-44,Trinidad,Bronze,0
C013645,2024-11-26,18-24,Trinidad,Bronze,1
C013646,2025-03-01,25-34,Tobago,Bronze,0
C013647,2025-11-21,35-44,Barbados,Bronze,0
C013648,2024-04-08,45-54,Trinidad,Bronze,1
C013649,2024-05-07,65+,Trinidad,Silver,0
C013650,2025-08-28,55-64,Trinidad,Bronze,0
C013651,2024-12-27,25-34,Barbados,Bronze,0
C013652,2025-08-10,45-54,Jamaica,Bronze,0
C013653,2025-01-02,25-34,Trinidad,Gold,0
C013654,2025-09-26,45-54,Tobago,Gold,0
C013655,2025-05-17,45-54,Trinidad,Gold,0
C013656,2024-04-12,25-34,Jamaica,Bronze,1
C013657,2024-07-22,35-44,Trinidad,Silver,0
C013658,2025-04-12,35-44,Trinidad,Bronze,0
C013659,2025-04-09,35-44,Jamaica,Bronze,1
C013660,2025-11-04,35-44,Trinidad,Bronze,0
C013661,2024-10-08,25-34,Jamaica,Bronze,0
C013662,2025-02-16,45-54,Jamaica,Bronze,0
C013663,2025-02-07,25-34,Barbados,Bronze,0
C013664,2025-03-30,18-24,Jamaica,Bronze,0
C013665,2024-03-07,25-34,Jamaica,Gold,0
C013666,2024-01-14,65+,Jamaica,Bronze,1
C013667,2025-12-18,25-34,Barbados,Bronze,0
C013668,2025-04-07,35-44,Jamaica,Gold,0
C013669,2024-10-16,25-34,Barbados,Silver,0
C013670,2025-11-10,25-34,Jamaica,Bronze,1
C013671,2025-02-13,45-54,Tobago,Silver,0
C013672,2024-12-05,45-54,Jamaica,Silver,0
C013673,2024-07-26,65+,Trinidad,Bronze,1
C013674,2024-01-27,25-34,Trinidad,Gold,0
C013675,2025-04-19,55-64,Barbados,Silver,0
C013676,2025-04-24,55-64,Trinidad,Bronze,0
C013677,2024-08-06,25-34,Jamaica,Gold,0
C013678,2024-10-08,35-44,Barbados,Silver,0
C013679,2024-10-13,25-34,Jamaica,Bronze,1
C013680,2025-01-10,18-24,Trinidad,Bronze,0
C013681,2024-01-09,55-64,Tobago,Bronze,0
C013682,2025-11-20,45-54,Barbados,Gold,0
C013683,2024-12-08,35-44,Barbados,Silver,1
C013684,2024-08-02,35-44,Jamaica,Silver,0
C013685,2024-06-12,55-64,Barbados,Bronze,0
C013686,2024-12-28,25-34,Trinidad,Gold,0
C013687,2024-02-05,65+,Trinidad,Bronze,1
C013688,2024-03-11,25-34,Jamaica,Silver,1
C013689,2024-04-21,65+,Jamaica,Bronze,0
C013690,2025-04-10,25-34,Tobago,Bronze,0
C013691,2024-06-10,35-44,Trinidad,Bronze,1
C013692,2024-12-20,45-54,Trinidad,Bronze,0
C013693,2024-06-18,18-24,Trinidad,Silver,0
C013694,2025-05-18,35-44,Barbados,Silver,0
C013695,2024-09-16,25-34,Trinidad,Bronze,0
C013696,2024-12-15,55-64,Trinidad,Silver,0
C013697,2024-05-18,25-34,Jamaica,Silver,0
C013698,2024-05-08,35-44,Trinidad,Bronze,1
C013699,2024-05-10,35-44,Jamaica,Bronze,0
C013700,2025-02-08,35-44,Barbados,Silver,0
C013701,2024-12-20,65+,Trinidad,Bronze,1
C013702,2024-05-04,25-34,Trinidad,Gold,0
C013703,2024-01-29,35-44,Jamaica,Bronze,0
C013704,2024-02-06,25-34,Trinidad,Gold,0
C013705,2024-08-19,18-24,Barbados,Bronze,1
C013706,2024-06-16,55-64,Trinidad,Bronze,1
C013707,2024-11-22,35-44,Jamaica,Silver,0
C013708,2024-06-04,35-44,Jamaica,Silver,0
C013709,2024-03-15,55-64,Trinidad,Gold,0
C013710,2024-09-19,18-24,Barbados,Bronze,0
C013711,2025-10-27,45-54,Jamaica,Silver,1
C013712,2025-08-06,25-34,Jamaica,Bronze,0
C013713,2024-08-25,25-34,Trinidad,Gold,0
C013714,2025-08-03,65+,Trinidad,Bronze,0
C013715,2025-06-01,25-34,Barbados,Platinum,0
C013716,2024-09-14,35-44,Jamaica,Silver,0
C013717,2025-03-14,35-44,Jamaica,Gold,1
C013718,2025-07-23,25-34,Trinidad,Bronze,0
C013719,2025-09-17,18-24,Trinidad,Bronze,1
C013720,2024-05-19,65+,Jamaica,Silver,1
C013721,2025-03-04,25-34,Trinidad,Bronze,0
C013722,2024-07-17,65+,Trinidad,Silver,1
C013723,2025-07-06,45-54,Barbados,Gold,0
C013724,2024-08-20,55-64,Jamaica,Silver,0
C013725,2025-01-30,35-44,Trinidad,Bronze,0
C013726,2024-02-16,25-34,Barbados,Silver,0
C013727,2025-11-14,25-34,Trinidad,Bronze,1
C013728,2024-10-21,35-44,Trinidad,Bronze,1
C013729,2024-11-17,35-44,Jamaica,Bronze,1
C013730,2024-08-16,35-44,Jamaica,Bronze,1
C013731,2024-08-19,55-64,Jamaica,Bronze,0
C013732,2025-01-06,35-44,Trinidad,Bronze,1
C013733,2024-05-20,25-34,Trinidad,Bronze,1
C013734,2024-12-10,25-34,Barbados,Bronze,0
C013735,2024-04-08,45-54,Trinidad,Bronze,0
C013736,2024-05-27,25-34,Barbados,Gold,0
C013737,2025-04-16,65+,Jamaica,Bronze,0
C013738,2025-11-05,25-34,Trinidad,Bronze,1
C013739,2025-08-18,25-34,Trinidad,Silver,0
C013740,2024-09-23,25-34,Tobago,Bronze,1
C013741,2025-03-03,18-24,Barbados,Gold,0
C013742,2024-02-28,65+,Jamaica,Gold,0
C013743,2025-09-13,35-44,Jamaica,Bronze,1
C013744,2025-05-29,55-64,Barbados,Silver,1
C013745,2024-08-04,45-54,Barbados,Bronze,0
C013746,2024-06-27,45-54,Trinidad,Bronze,0
C013747,2025-12-01,25-34,Trinidad,Bronze,0
C013748,2025-11-03,25-34,Trinidad,Silver,0
C013749,2024-06-09,45-54,Barbados,Silver,0
C013750,2025-03-10,18-24,Tobago,Bronze,1
C013751,2024-03-28,35-44,Trinidad,Silver,0
C013752,2024-02-07,55-64,Barbados,Silver,0
C013753,2025-10-05,25-34,Trinidad,Bronze,0
C013754,2025-06-08,55-64,Trinidad,Gold,0
C013755,2025-05-10,25-34,Trinidad,Bronze,0
C013756,2024-03-08,45-54,Trinidad,Silver,0
C013757,2025-10-04,45-54,Barbados,Silver,1
C013758,2024-12-19,35-44,Jamaica,Silver,0
C013759,2024-12-27,18-24,Jamaica,Gold,0
C013760,2025-03-23,45-54,Jamaica,Silver,0
C013761,2024-06-12,45-54,Barbados,Gold,0
C013762,2024-05-17,18-24,Trinidad,Bronze,0
C013763,2025-05-21,45-54,Trinidad,Platinum,0
C013764,2024-07-25,25-34,Jamaica,Gold,0
C013765,2024-11-16,35-44,Barbados,Silver,0
C013766,2025-12-24,55-64,Jamaica,Bronze,1
C013767,2024-05-25,35-44,Trinidad,Bronze,0
